,Unnamed: 0,Study no.,Filename,Title,Doi,Study id.,index,title,publication_type,n_citations,volume,issue,first_page,last_page,n_pages
2773,110927,3,Gender differences in investment.xlsx,Informal Risk Sharing in an Infinite‐Horizon Experiment,https://doi.org/10.1111/j.1468-0297.2009.02248.x,1292,10.1111/j.1468-0297.2009.02248.x,Informal Risk Sharing in an Infinite‐Horizon Experiment,full_text,54,119,537,796,825,29
2774,110940,8,Gender differences in investment.xlsx,"Deciding to decide: gender, leadership and risk-taking in groups",https://doi.org/10.1016/j.jebo.2011.06.009,3993,10.1016/j.jebo.2011.06.009,"Deciding to decide: Gender, leadership and risk-taking in groups",full_text,86,83,1,24,30,6
2775,110954,11,Gender differences in investment.xlsx,Gender differences in competition: evidence from a matrilineal and patriarchal society,https://doi.org/10.3982/ECTA6690,5527,10.3982/ECTA6690,Gender Differences in Competition: Evidence\\ From a Matrilineal and a Patriarchal Society,full_text,541,77,5,1637,1664,27
2776,110957,12,Gender differences in investment.xlsx,Gender differences in risk attitudes: Field experiments on the matrilineal Mosuo and the patriarchal Yi,https://doi.org/10.1016/j.jebo.2011.06.010,6023,10.1016/j.jebo.2011.06.010,Gender differences in risk attitudes: Field experiments on the matrilineal Mosuo and the patriarchal Yi,full_text,77,83,1,59,65,6
2777,110963,1,George C and George M Taylor Rule Inflation.xlsx,Do conservative governments make a difference in monetary policy? A study of the U.S. and the U.K,https://doi.org/10.1007/BF02298818,206,10.1007/BF02298818,Do conservative governments make a difference in monetary policy? A study of the U.S. and the U.K.,full_text,1,31,3,242,254,12
2778,110983,3,George C and George M Taylor Rule Inflation.xlsx,Monetary Policy Rules and Macroeconomic Stability: Evidence and Some Theory,https://doi.org/10.1162/003355300554692,1293,10.1162/003355300554692,Monetary Policy Rules and Macroeconomic Stability: Evidence and Some Theory*,full_text,2360,115,1,147,180,33
2779,111008,4,George C and George M Taylor Rule Inflation.xlsx,Monetary Policy Rules in Practice: Some International Evidence,https://doi.org/10.1016/S0014-2921(98)00016-6,1846,10.1016/S0014-2921(98)00016-6,Monetary policy rules in practice,full_text,1081,42,6,1033,1067,34
2780,111047,6,George C and George M Taylor Rule Inflation.xlsx,Are monetary-policy reaction functions asymmetric?: The role of nonlinearity in the Phillips curve,https://doi.org/10.1016/S0014-2921(03)00032-1,2937,10.1016/S0014-2921(03)00032-1,Are monetary-policy reaction functions asymmetric?: The role of nonlinearity in the Phillips curve,full_text,176,49,2,485,503,18
2781,111063,7,George C and George M Taylor Rule Inflation.xlsx,Some new results on interest rate rules in EMU and in the US,https://doi.org/10.1016/S0148-6195(02)00092-9,3468,10.1016/S0148-6195(02)00092-9,Some new results on interest rate rules in EMU and in the US,full_text,27,54,4,431,446,15
2782,111071,9,George C and George M Taylor Rule Inflation.xlsx,Monetary policy dynamics in the Euro area,https://doi.org/10.1016/j.econlet.2006.12.030,4511,10.1016/j.econlet.2006.12.030,Monetary policy dynamics in the Euro area,full_text,8,96,1,97,102,5
2783,111076,10,George C and George M Taylor Rule Inflation.xlsx,The Taylor rule and the appointment cycle of the chairperson of the Federal Reserve,https://doi.org/10.1016/j.jeconbus.2005.05.004,5015,10.1016/j.jeconbus.2005.05.004,The Taylor rule and the appointment cycle of the chairperson of the Federal Reserve,full_text,3,58,1,55,66,11
2784,111082,11,George C and George M Taylor Rule Inflation.xlsx,How the Bundesbank really conducted monetary policy,https://doi.org/10.1016/j.najef.2005.05.003,5528,10.1016/j.najef.2005.05.003,How the Bundesbank really conducted monetary policy,full_text,44,16,3,277,292,15
2785,111138,13,George C and George M Taylor Rule Inflation.xlsx,The relevance of real-time data in estimating reaction functions for the euro area,https://doi.org/10.1016/j.najef.2005.04.001,6507,10.1016/j.najef.2005.04.001,The relevance of real-time data in estimating reaction functions for the euro area,full_text,26,16,3,293,307,14
2786,111148,15,George C and George M Taylor Rule Inflation.xlsx,International Monetary Policy: A Global Taylor Rule,https://doi.org/10.1007/s11294-005-3010-0,7444,10.1007/s11294-005-3010-0,International Monetary Policy: A Global Taylor Rule,full_text,3,11,2,125,134,9
2787,111154,16,George C and George M Taylor Rule Inflation.xlsx,Optimal monetary policy when interest rates are bounded at zero,https://doi.org/10.1016/j.jedc.2003.08.006,7907,10.1016/j.jedc.2003.08.006,Optimal monetary policy when interest rates are bounded at zero,full_text,39,29,1-2,97,133,36
2788,111159,17,George C and George M Taylor Rule Inflation.xlsx,The inflation aversion of the Bundesbank: A state space approach,https://doi.org/10.1016/j.jedc.2005.08.011,8359,10.1016/j.jedc.2005.08.011,The inflation aversion of the Bundesbank: A state space approach,full_text,17,30,9-10,1671,1686,15
2789,111165,18,George C and George M Taylor Rule Inflation.xlsx,Monetary Policy Rules Based on Real-Time Data,DOI: 10.1257/aer.91.4.964,8805,10.1257/aer.91.4.964,Monetary Policy Rules Based on Real-Time Data,full_text,730,91,4,964,985,21
2790,111180,19,George C and George M Taylor Rule Inflation.xlsx,The Taylor rule: A spurious regression,https://doi.org/10.1111/j.0307-3378.2005.01220.x,9231,10.1111/j.0307-3378.2005.01220.x,The Taylor Rule: A Spurious Regression?*,full_text,26,57,3,217,247,30
2791,111188,20,George C and George M Taylor Rule Inflation.xlsx,Looking back at forward-looking monetary policy,https://doi.org/10.1016/S0148-6195(01)00046-7,9654,10.1016/S0148-6195(01)00046-7,Looking back at forward-looking monetary policy,full_text,10,53,5,509,521,12
2792,111197,21,George C and George M Taylor Rule Inflation.xlsx,Comparing New-Keynesian models of the business cycle: A Bayesian approach,https://doi.org/10.1016/j.jmoneco.2005.08.008,10083,10.1016/j.jmoneco.2005.08.008,Comparing New Keynesian models of the business cycle: A Bayesian approach,full_text,195,52,6,1151,1166,15
2793,111205,22,George C and George M Taylor Rule Inflation.xlsx,Is the Fed too timid? Monetary policy in an uncertain world,https://doi.org/10.1162/00346530151143752,10484,10.1162/00346530151143752,Is the Fed Too Timid? Monetary Policy in an Uncertain World,full_text,166,83,2,203,217,14
2794,111206,23,George C and George M Taylor Rule Inflation.xlsx,Term Structure Evidence on Interest-Rate Smoothing and Monetary Policy Inertia,https://doi.org/10.1016/S0304-3932(02)00149-6,10880,10.1016/S0304-3932(02)00149-6,Term structure evidence on interest rate smoothing and monetary policy inertia,full_text,416,49,6,1161,1187,26
2795,111223,25,George C and George M Taylor Rule Inflation.xlsx,The Fed's monetary policy rule and U.S. inflation: The case of asymmetric preferences,https://doi.org/10.1016/j.jedc.2005.11.001,11644,10.1016/j.jedc.2005.11.001,The Fed's monetary policy rule and U.S. inflation: The case of asymmetric preferences,full_text,128,31,1,305,324,19
2796,111232,28,George C and George M Taylor Rule Inflation.xlsx,MONETARY POLICY RULES IN THE RUN-UP TO THE EMU,https://doi.org/10.1111/j.1467-999X.2008.00321.x,12740,10.1111/j.1467-999X.2008.00321.x,MONETARY POLICY RULES IN THE RUN-UP TO THE EMU,full_text,1,59,4,687,712,25
2797,111440,50,George C and George M Taylor Rule Inflation.xlsx,A rehabilitation of monetary policy in the 1950s,DOI: 10.1257/000282802320189113,19148,10.1257/000282802320189113,A Rehabilitation of Monetary Policy in the 1950's,full_text,72,92,2,121,127,6
2798,111617,63,George C and George M Taylor Rule Inflation.xlsx,The Taylor rule and interest rates in the EMU area,https://doi.org/10.1016/S0165-1765(99)00263-3,21739,10.1016/S0165-1765(99)00263-3,The Taylor rule and interest rates in the EMU area,full_text,139,67,2,165,171,6
2799,111627,65,George C and George M Taylor Rule Inflation.xlsx,Test of the Taylor Rule and Policy Implication,https://doi.org/10.1007/s11293-006-9056-4,22080,10.1007/s11293-006-9056-4,Test of the Taylor Rule and Policy Implications,full_text,2,35,1,121,122,1
2800,111809,1,George C and George M Taylor Rule Output gap.xlsx,Do conservative governments make a difference in monetary policy? A study of the U.S. and the U.K,https://doi.org/10.1007/BF02298818,207,10.1007/BF02298818,Do conservative governments make a difference in monetary policy? A study of the U.S. and the U.K.,full_text,1,31,3,242,254,12
2801,111821,2,George C and George M Taylor Rule Output gap.xlsx,Has U.S. monetary policy changed? Evidence from drifting coefficients and real-time data,10.1353/mcb.2006.0065,751,10.1353/mcb.2006.0065,Has U.S. Monetary Policy Changed? Evidence from Drifting Coefficients and Real-Time Data,full_text,169,38,5,1149,1173,24
2802,111823,3,George C and George M Taylor Rule Output gap.xlsx,Was ECB’s monetary policy optimal,https://doi.org/10.1007/BF02298427,1294,10.1007/BF02298427,Was ECB's monetary policy optimal?,full_text,13,30,3,298,319,21
2803,111827,4,George C and George M Taylor Rule Output gap.xlsx,Monetary Policy Rules and Macroeconomic Stability: Evidence and Some Theory,https://doi.org/10.1162/003355300554692,1847,10.1162/003355300554692,Monetary Policy Rules and Macroeconomic Stability: Evidence and Some Theory*,full_text,2360,115,1,147,180,33
2804,111852,5,George C and George M Taylor Rule Output gap.xlsx,Monetary Policy Rules in Practice: Some International Evidence,https://doi.org/10.1016/S0014-2921(98)00016-6,2396,10.1016/S0014-2921(98)00016-6,Monetary policy rules in practice,full_text,1081,42,6,1033,1067,34
2805,111891,7,George C and George M Taylor Rule Output gap.xlsx,Are monetary-policy reaction functions asymmetric?: The role of nonlinearity in the Phillips curve,https://doi.org/10.1016/S0014-2921(03)00032-1,3469,10.1016/S0014-2921(03)00032-1,Are monetary-policy reaction functions asymmetric?: The role of nonlinearity in the Phillips curve,full_text,176,49,2,485,503,18
2806,111907,8,George C and George M Taylor Rule Output gap.xlsx,Some new results on interest rate rules in EMU and in the US,https://doi.org/10.1016/S0148-6195(02)00092-9,3995,10.1016/S0148-6195(02)00092-9,Some new results on interest rate rules in EMU and in the US,full_text,27,54,4,431,446,15
2807,111915,10,George C and George M Taylor Rule Output gap.xlsx,Monetary policy dynamics in the Euro area,https://doi.org/10.1016/j.econlet.2006.12.030,5016,10.1016/j.econlet.2006.12.030,Monetary policy dynamics in the Euro area,full_text,8,96,1,97,102,5
2808,111920,11,George C and George M Taylor Rule Output gap.xlsx,The Taylor rule and the appointment cycle of the chairperson of the Federal Reserve,https://doi.org/10.1016/j.jeconbus.2005.05.004,5529,10.1016/j.jeconbus.2005.05.004,The Taylor rule and the appointment cycle of the chairperson of the Federal Reserve,full_text,3,58,1,55,66,11
2809,111926,12,George C and George M Taylor Rule Output gap.xlsx,How the Bundesbank really conducted monetary policy,https://doi.org/10.1016/j.najef.2005.05.003,6025,10.1016/j.najef.2005.05.003,How the Bundesbank really conducted monetary policy,full_text,44,16,3,277,292,15
2810,111981,14,George C and George M Taylor Rule Output gap.xlsx,The relevance of real-time data in estimating reaction functions for the euro area,https://doi.org/10.1016/j.najef.2005.04.001,6981,10.1016/j.najef.2005.04.001,The relevance of real-time data in estimating reaction functions for the euro area,full_text,26,16,3,293,307,14
2811,111991,16,George C and George M Taylor Rule Output gap.xlsx,International Monetary Policy: A Global Taylor Rule,https://doi.org/10.1007/s11294-005-3010-0,7908,10.1007/s11294-005-3010-0,International Monetary Policy: A Global Taylor Rule,full_text,3,11,2,125,134,9
2812,111997,17,George C and George M Taylor Rule Output gap.xlsx,Optimal monetary policy when interest rates are bounded at zero,https://doi.org/10.1016/j.jedc.2003.08.006,8360,10.1016/j.jedc.2003.08.006,Optimal monetary policy when interest rates are bounded at zero,full_text,39,29,1-2,97,133,36
2813,112002,18,George C and George M Taylor Rule Output gap.xlsx,The inflation aversion of the Bundesbank: A state space approach,https://doi.org/10.1016/j.jedc.2005.08.011,8806,10.1016/j.jedc.2005.08.011,The inflation aversion of the Bundesbank: A state space approach,full_text,17,30,9-10,1671,1686,15
2814,112008,19,George C and George M Taylor Rule Output gap.xlsx,Historical monetary policy analysis and the Taylor rule,https://doi.org/10.1016/S0304-3932(03)00065-5,9232,10.1016/S0304-3932(03)00065-5,Historical monetary policy analysis and the Taylor rule,full_text,295,50,5,983,1022,39
2815,112014,20,George C and George M Taylor Rule Output gap.xlsx,Monetary Policy Rules Based on Real-Time Data,DOI: 10.1257/aer.91.4.964,9655,10.1257/aer.91.4.964,Monetary Policy Rules Based on Real-Time Data,full_text,730,91,4,964,985,21
2816,112031,21,George C and George M Taylor Rule Output gap.xlsx,The Taylor rule: A spurious regression,https://doi.org/10.1111/j.0307-3378.2005.01220.x,10084,10.1111/j.0307-3378.2005.01220.x,The Taylor Rule: A Spurious Regression?*,full_text,26,57,3,217,247,30
2817,112039,22,George C and George M Taylor Rule Output gap.xlsx,Looking back at forward-looking monetary policy,https://doi.org/10.1016/S0148-6195(01)00046-7,10485,10.1016/S0148-6195(01)00046-7,Looking back at forward-looking monetary policy,full_text,10,53,5,509,521,12
2818,112048,23,George C and George M Taylor Rule Output gap.xlsx,Comparing New-Keynesian models of the business cycle: A Bayesian approach,https://doi.org/10.1016/j.jmoneco.2005.08.008,10881,10.1016/j.jmoneco.2005.08.008,Comparing New Keynesian models of the business cycle: A Bayesian approach,full_text,195,52,6,1151,1166,15
2819,112052,24,George C and George M Taylor Rule Output gap.xlsx,Comparing New-Keynesian models of the business cycle: A Bayesian approach,https://doi.org/10.1016/j.jmoneco.2005.08.008,11267,10.1016/j.jmoneco.2005.08.008,Comparing New Keynesian models of the business cycle: A Bayesian approach,full_text,195,52,6,1151,1166,15
2820,112056,25,George C and George M Taylor Rule Output gap.xlsx,Is the Fed too timid? Monetary policy in an uncertain world,https://doi.org/10.1162/00346530151143752,11645,10.1162/00346530151143752,Is the Fed Too Timid? Monetary Policy in an Uncertain World,full_text,166,83,2,203,217,14
2821,112057,26,George C and George M Taylor Rule Output gap.xlsx,Term Structure Evidence on Interest-Rate Smoothing and Monetary Policy Inertia,https://doi.org/10.1016/S0304-3932(02)00149-6,12017,10.1016/S0304-3932(02)00149-6,Term structure evidence on interest rate smoothing and monetary policy inertia,full_text,416,49,6,1161,1187,26
2822,112075,28,George C and George M Taylor Rule Output gap.xlsx,The Fed's monetary policy rule and U.S. inflation: The case of asymmetric preferences,https://doi.org/10.1016/j.jedc.2005.11.001,12741,10.1016/j.jedc.2005.11.001,The Fed's monetary policy rule and U.S. inflation: The case of asymmetric preferences,full_text,128,31,1,305,324,19
2823,112085,31,George C and George M Taylor Rule Output gap.xlsx,MONETARY POLICY RULES IN THE RUN-UP TO THE EMU,https://doi.org/10.1111/j.1467-999X.2008.00321.x,13798,10.1111/j.1467-999X.2008.00321.x,MONETARY POLICY RULES IN THE RUN-UP TO THE EMU,full_text,1,59,4,687,712,25
2824,112285,51,George C and George M Taylor Rule Output gap.xlsx,A rehabilitation of monetary policy in the 1950s,DOI: 10.1257/000282802320189113,19366,10.1257/000282802320189113,A Rehabilitation of Monetary Policy in the 1950's,full_text,72,92,2,121,127,6
2825,112456,64,George C and George M Taylor Rule Output gap.xlsx,The Taylor rule and interest rates in the EMU area,https://doi.org/10.1016/S0165-1765(99)00263-3,21911,10.1016/S0165-1765(99)00263-3,The Taylor rule and interest rates in the EMU area,full_text,139,67,2,165,171,6
2826,112466,66,George C and George M Taylor Rule Output gap.xlsx,Testing heterogeneity within the euro area,https://doi.org/10.1016/j.econlet.2007.06.026,22243,10.1016/j.econlet.2007.06.026,Testing heterogeneity within the euro area,full_text,12,99,1,192,196,4
2827,112635,78,George C and George M Taylor Rule Output gap.xlsx,Test of the Taylor Rule and Policy Implication,https://doi.org/10.1007/s11293-006-9056-4,23987,10.1007/s11293-006-9056-4,Test of the Taylor Rule and Policy Implications,full_text,2,35,1,121,122,1
2828,112816,1,Getting teachers back to the classroom..xlsx,Monitoring works: getting teachers to come to school,10.3386/w11880,210,10.3386/w11880,,,52,,,,,
2829,112824,5,Getting teachers back to the classroom..xlsx,Teacher incentives,DOI: 10.1257/app.2.3.205,2398,10.1257/app.2.3.205,Teacher Incentives,full_text,152,2,3,205,227,22
2830,112826,6,Getting teachers back to the classroom..xlsx,Incentives to learn,https://doi.org/10.1162/rest.91.3.437,2941,10.1162/rest.91.3.437,Incentives to Learn,full_text,175,91,3,437,456,19
2831,112833,3,Globalization and government spending.xlsx,"Openness, country size and government",https://doi.org/10.1016/S0047-2727(98)00010-3,1299,10.1016/S0047-2727(98)00010-3,"Openness, country size and government",full_text,402,69,3,305,321,16
2832,112843,4,Globalization and government spending.xlsx,Why do more open economies have bigger governments?,https://doi.org/10.1086/250038,1851,10.1086/250038,Why do More Open Economies Have Bigger Governments?,full_text,1401,106,5,997,1032,35
2833,112965,9,Globalization and government spending.xlsx,Globalization and Government Spending Around the World,https://doi.org/10.1007/BF02732706,4516,10.1007/BF02732706,Globalization and government spending around the world,full_text,119,35,4,3,29,26
2834,113007,11,Globalization and government spending.xlsx,"Globalisation, capital mobility and tax competition: Theory and evidence for OECD countries",https://doi.org/10.1016/S0176-2680(02)00115-5,5532,10.1016/S0176-2680(02)00115-5,"Globalisation, capital mobility and tax competition: theory and evidence for OECD countries",full_text,143,18,4,695,716,21
2835,113052,15,Globalization and government spending.xlsx,The influence of globalization on taxes and social policy: An empirical analysis for OECD countries,https://doi.org/10.1016/j.ejpoleco.2005.04.006,7448,10.1016/j.ejpoleco.2005.04.006,The influence of globalization on taxes and social policy: An empirical analysis for OECD countries,full_text,132,22,1,179,201,22
2836,113056,16,Globalization and government spending.xlsx,Tax policies in a globalized world: Is it politics after all?,https://doi.org/10.1007/s11127-007-9190-9,7911,10.1007/s11127-007-9190-9,Tax policies in a globalized world: Is it politics after all?,full_text,32,133,3-4,321,341,20
2837,113064,17,Globalization and government spending.xlsx,The size and composition of government expenditure,https://doi.org/10.1016/j.jpubeco.2007.01.003,8363,10.1016/j.jpubeco.2007.01.003,The size and composition of government expenditure,full_text,179,91,11-12,2230,2260,30
2838,113114,18,Globalization and government spending.xlsx,Trade openness and government size,https://doi.org/10.1016/j.econlet.2008.06.016,8809,10.1016/j.econlet.2008.06.016,Trade openness and government size,full_text,39,101,3,157,159,2
2839,113119,19,Globalization and government spending.xlsx,The impact of globalization on the composition of government expenditures: Evidence from panel data.,https://doi.org/10.1007/s11127-007-9223-4,9235,10.1007/s11127-007-9223-4,The impact of globalization on the composition of government expenditures: Evidence from panel data,full_text,143,134,3-4,263,292,29
2840,113212,20,Globalization and government spending.xlsx,From myth to reality: Globalisation and public spending in OECD countries revisited,https://doi.org/10.1111/j.1475-6765.2009.00838.x,9658,10.1111/j.1475-6765.2009.00838.x,From myth to reality: Globalisation and public spending in OECD countries revisited,full_text,141,48,4,455,482,27
2841,113252,21,Globalization and government spending.xlsx,"Openness, government size and the terms of trade",https://doi.org/10.1111/j.1467-937X.2009.00546.x,10087,10.1111/j.1467-937X.2009.00546.x,"Openness, Government Size and the Terms of Trade",full_text,98,76,2,629,668,39
2842,113306,22,Globalization and government spending.xlsx,Government size and openness revisited: the case of financial globalization,https://doi.org/10.1111/j.1467-6435.2009.00442.x,10489,10.1111/j.1467-6435.2009.00442.x,Government size and openness revisited: the case of financial globalization,full_text,32,62,3,394,406,12
2843,113328,23,Globalization and government spending.xlsx,"Openness, country size, and government size: Additional evidence from a large cross-country panel",https://doi.org/10.1016/j.jpubeco.2008.04.009,10884,10.1016/j.jpubeco.2008.04.009,"Openness, country size, and government size: Additional evidence from a large cross-country panel",full_text,82,93,1-2,213,218,5
2844,113337,24,Globalization and government spending.xlsx,"Globalization, welfare regimes and social protection expenditures in Western and Eastern European countries",https://doi.org/10.1007/s11127-010-9685-7,11270,10.1007/s11127-010-9685-7,"Globalization, welfare regimes and social protection expenditures in Western and Eastern European countries",full_text,42,148,3-4,569,594,25
2845,113349,25,Globalization and government spending.xlsx,The relationship between trade openness and government size: Does disaggregating government expenditure matter?,https://doi.org/10.1016/j.jmacro.2011.11.002,11647,10.1016/j.jmacro.2011.11.002,The relationship between trade openness and government size: Does disaggregating government expenditure matter?,full_text,34,34,1,239,252,13
2846,113412,27,Globalization and government spending.xlsx,The Effect of Globalization on the Distribution of Taxes and Social Expenditures in Europe: Do Welfare State Regimes Matter,https://doi.org/10.1068/a4537,12387,10.1068/a4537,,,0,,,,,
2847,113422,29,Globalization and government spending.xlsx,"Greenfield FDI, cross-border M&As, and government size",https://doi.org/10.1080/09638199.2017.1281341,13091,10.1080/09638199.2017.1281341,"Greenfield FDI, cross-border M&As, and government size",full_text,7,26,5,566,584,18
2848,113430,30,Globalization and government spending.xlsx,"Partisan politics and public finance: Changes in public spending in the industrialized democracies, 1955–1989.",https://doi.org/10.1023/A:1004995814758,13454,10.1023/A:1004995814758,,full_text,193,91,3/4,375,395,20
2849,113436,32,Globalization and government spending.xlsx,"Mobile Capital, Democratic Institutions, and the Public Economy in Advanced Industrial Societies",https://doi.org/10.1023/A:1011459927907,14139,10.1023/A:1011459927907,,full_text,6,3,2,133,162,29
2850,113456,33,Globalization and government spending.xlsx,"Foreign investment, international trade and the size and structure of public expenditures",https://doi.org/10.1016/j.ejpoleco.2007.06.004,14462,10.1016/j.ejpoleco.2007.06.004,"Foreign investment, international trade and the size and structure of public expenditures",full_text,60,24,1,151,171,20
2851,113513,34,Globalization and government spending.xlsx,Do more open economies have bigger governments? Another look,https://doi.org/10.1016/j.jdeveco.2004.04.002,14774,10.1016/j.jdeveco.2004.04.002,Do more open economies have bigger governments? Another look,full_text,31,77,2,533,551,18
2852,113540,37,Globalization and government spending.xlsx,"The Effects of Capital Mobility, Trade Openness, and Democracy on Social Spending in Latin America, 1980-1999",https://doi.org/10.2307/3647736,15679,10.2307/3647736,"The Effects of Capital Mobility, Trade Openness, and Democracy on Social Spending in Latin America, 1980-1999",full_text,4,49,3,625,,
2853,113554,38,Globalization and government spending.xlsx,"Openness, Uncertainty, and Social Spending: Implications for the Globalization—Welfare State Debate",https://doi.org/10.1111/j.1468-2478.2009.00558.x,15972,10.1111/j.1468-2478.2009.00558.x,"Openness, Uncertainty, and Social Spending: Implications for the Globalization- Welfare State Debate",full_text,39,53,3,841,866,25
2854,113562,39,Globalization and government spending.xlsx,"Dependency Revisited: International Markets, Business Cycles, and Social Spending in the Developing World",https://doi.org/10.1017/S0020818306060139,16268,10.1017/S0020818306060139,"Dependency Revisited: International Markets, Business Cycles, and Social Spending in the Developing World",full_text,126,60,02,,,
2855,113594,40,Globalization and government spending.xlsx,"Globalization, Veto Players, and Welfare Spending",https://doi.org/10.1177/0010414006298938,16555,10.1177/0010414006298938,"Globalization, Veto Players, and Welfare Spending",full_text,61,41,6,783,813,30
2856,113619,41,Globalization and government spending.xlsx,Does democracy affect taxation and government spending? Evidence from developing countries,https://doi.org/10.1016/j.jce.2012.10.004,16843,10.1016/j.jce.2012.10.004,Does democracy affect taxation and government spending? Evidence from developing countries,full_text,46,41,3,684,718,34
2857,113643,44,Globalization and government spending.xlsx,Issue compensation and right-wing government social spending,https://doi.org/10.1111/j.1475-6765.2009.01898.x,17676,10.1111/j.1475-6765.2009.01898.x,Issue compensation and right-wing government social spending,full_text,34,49,2,282,299,17
2858,113661,46,Globalization and government spending.xlsx,Convergence in Government Spending: Theory and Cross-Country Evidence,https://doi.org/10.1111/j.0023-5962.2004.00270.x,18191,10.1111/j.0023-5962.2004.00270.x,Convergence in Government Spending: Theory and Cross-Country Evidence,abstract_only,21,57,4,587,620,33
2859,113680,48,Globalization and government spending.xlsx,Has Trade Openness Already Voted? A Panel Data Study,https://doi.org/10.2753/REE1540-496X4706S504,18683,10.2753/REE1540-496X4706S504,Has Trade Openness Already Voted? A Panel Data Study,full_text,6,47,sup5,53,71,18
2860,113685,49,Globalization and government spending.xlsx,Determinants of social spending in Latin America during and after the Washington consensus: a dynamic panel error-correction model analysis,https://doi.org/10.1007/s40503-017-0053-6,18918,10.1007/s40503-017-0053-6,Determinants of social spending in Latin America during and after the Washington consensus: a dynamic panel error-correction model analysis,full_text,7,26,1,,,
2861,113747,51,Globalization and government spending.xlsx,The role of ageing in the growth of government and social welfare spending in the OECD,https://doi.org/10.1016/j.ejpoleco.2007.01.003,19368,10.1016/j.ejpoleco.2007.01.003,The role of ageing in the growth of government and social welfare spending in the OECD,full_text,58,23,4,917,931,14
2862,113787,55,Globalization and government spending.xlsx,Does government ideology influence budget composition? Empirical evidence from OECD countries,ttps://doi.org/10.1007/s10101-010-0092-9,20216,10.1007/s10101-010-0092-9,Does government ideology influence budget composition? Empirical evidence from OECD countries,full_text,87,12,2,101,134,33
2863,113835,58,Globalization and government spending.xlsx,The cyclical behaviour of fiscal policy: evidence from the OECD,https://doi.org/10.1016/S0047-2727(02)00075-0,20821,10.1016/S0047-2727(02)00075-0,The cyclical behaviour of fiscal policy: evidence from the OECD,full_text,326,87,12,2661,2675,14
2864,113841,59,Globalization and government spending.xlsx,Relationship Between Government Size and Trade Openness: Evidence from Pakistan,https://doi.org/10.1007/s11300-011-0207-1,21008,10.1007/s11300-011-0207-1,Relationship Between Government Size and Trade Openness: Evidence from Pakistan,full_text,6,18,2,328,341,13
2865,113859,60,Globalization and government spending.xlsx,Determinants of government size: Evidence from China.,https://doi.org/10.1007/s11127-010-9746-y,21198,10.1007/s11127-010-9746-y,Determinants of government size: evidence from China,full_text,39,151,1-2,255,270,15
2866,113877,61,Globalization and government spending.xlsx,Why Do More Open Chinese Provinces Have Bigger Governments?,https://doi.org/10.1111/j.1467-9396.2004.00465.x,21383,10.1111/j.1467-9396.2004.00465.x,Why Do More Open Chinese Provinces Have Bigger Governments?,abstract_only,9,12,3,525,542,17
2867,113890,63,Globalization and government spending.xlsx,The aging population and the size of the welfare state: Is there a puzzle?,https://doi.org/10.1016/j.jpubeco.2007.10.002,21741,10.1016/j.jpubeco.2007.10.002,The aging population and the size of the welfare state: Is there a puzzle?,full_text,36,92,3-4,647,651,4
2868,113904,65,Globalization and government spending.xlsx,The aging population and the size of the welfare state.,https://doi.org/10.1086/340780,22082,10.1086/340780,The Aging Population and the Size of the Welfare State,full_text,154,110,4,900,918,18
2869,113914,69,Globalization and government spending.xlsx,"How does fiscal decentralization affect aggregate, national, and subnational government size?",https://doi.org/10.1016/S0094-1190(02)00004-9,22708,10.1016/S0094-1190(02)00004-9,"How does fiscal decentralization affect aggregate, national, and subnational government size?",full_text,114,52,2,270,293,23
2870,113965,77,Globalization and government spending.xlsx,State capacity and the quality of policies. Revisiting the relationship between openness and government size,https://doi.org/10.1111/ecpo.12090,23858,10.1111/ecpo.12090,State capacity and the quality of policies. Revisiting the relationship between openness and government size,full_text,15,29,2,133,156,23
2871,113994,79,Globalization and government spending.xlsx,"The impact of democracy, government ideology, and globalization on social spending in less developed countries",https://doi.org/10.1177/00207152156244,24125,10.1177/00207152156244,,,0,,,,,
2872,114010,1,Globalization and inequality.xlsx,Globalization and income inequality: A panel data econometric approach for the EU27 countries,https://doi.org/10.1016/j.econmod.2013.09.051,212,10.1016/j.econmod.2013.09.051,Globalization and income inequality: A panel data econometric approach for the EU27 countries,full_text,99,36,,592,599,7
2873,114090,2,Globalization and inequality.xlsx,"Finance, inequality and the poor",https://doi.org/10.1007/s10887-007-9010-6,756,10.1007/s10887-007-9010-6,"Finance, inequality and the poor",full_text,902,12,1,27,49,22
2874,114102,3,Globalization and inequality.xlsx,Do liberalization and globalization increase income inequality?,https://doi.org/10.1016/j.ejpoleco.2010.03.002,1300,10.1016/j.ejpoleco.2010.03.002,Do liberalization and globalization increase income inequality?,full_text,221,26,4,488,505,17
2875,114268,12,Globalization and inequality.xlsx,"Trade and Income Inequality in Developing Countries,",https://doi.org/10.1016/j.worlddev.2008.06.002,6028,10.1016/j.worlddev.2008.06.002,Trade and Income Inequality in Developing Countries,full_text,164,37,2,287,302,15
2876,114317,15,Globalization and inequality.xlsx,The long-run determinants of inequality: What can we learn from top income data?,https://doi.org/10.1016/j.jpubeco.2009.04.003,7449,10.1016/j.jpubeco.2009.04.003,The long-run determinants of inequality: What can we learn from top income data?,full_text,207,93,7-8,974,988,14
